w"Tweet Full Text"w"Tweet Datetime"w"Tweet Id"w"Twitter @ Name"w"Tweet Coordinates"wPlace Infow"Retweets"wFavoriteswLanguagewSourcew"Replied Tweet Id"w"Replied Tweet User Id Str"wQuote Status Bool
0w"RT @Laurier: Everyone has a story.

Laurier EdTalks returns on Feb. 24th at 7pm with @WaterlooLibrary. @LaurierEdu faculty member, @cathymi…"w2021-02-20 17:02:12w1363172112178049024wWaterlooLibrarywww3w0wenw"TweetDeck"wwwFalse
1w"Were you swept away by Bridgerton? Are you a fan of the romance series by Julia Quinn? Looking for a little lighthearted fun? Take the @BookRiot quiz and discover which Bridgerton sibling you might be. https://t.co/3dKTNvaOks #bridgerton #quiz https://t.co/RUL788L4kg"w2021-02-20 15:00:00w1363141359612416008wWaterlooLibrarywww0w1wenw"TweetDeck"wwwFalse
2w"We asked our staff what some of their favourite books and movies were from 2020 and we got an awesome selection of titles. Now we are sharing them with you! 

🔗 https://t.co/bNRd0sbC5D

#ReadThis #WatchThis #StaffPicks https://t.co/aYDvL3VSGy"w2021-02-20 00:00:01w1362914870027452417wWaterlooLibrarywww1w7wenw"TweetDeck"wwwFalse
3w"We're hiring! You could be a part of our story. We have openings at both our Main Library in @uptownwaterloo and at the John M. Harper Branch. These are permanent, part-time positions. Application deadline is March 15th. https://t.co/vGhJtCjMjs #KWAwesome @citywaterloo #Jobs https://t.co/3jRwige2RJ"w2021-02-19 19:44:25w1362850545845882887wWaterlooLibrarywww0w2wenw"TweetDeck"wwwFalse
4w"When Aiden disappears for 6 days, everyone is mystified. When he reappears, claiming to have been in a mystical world called Aveinieu, the story begins. WPL blogger Lesley L reviews The Mysterious Disappearance of Aidan S. by @loversdiction https://t.co/RbpUhsS02n #ChildrensBooks https://t.co/ZOeWpNL9zj"w2021-02-19 14:54:57w1362777700038045697wWaterlooLibrarywww0w0wenw"TweetDeck"wwwFalse
5w"@SusanCadell @John_Orpheus @fitsumareguy @BooksWordsWorth @PenguinCanada Unfortunately this event was not recorded."w2021-02-19 14:29:05w1362771191136739328wWaterlooLibrarywww0w1wenw"Twitter for iPhone"w1362732139507310592w186952317wFalse
6w"#GetOrganized at home with @KWPOrganizers . Since many of our spaces are now being used for both work and home you'll learn ways to reduce stress and promote a healthy work life balance.

Mon Feb 22 at 7:30PM

Register at: https://t.co/Bm9E0Fprw4 https://t.co/nPu77wUKei"w2021-02-19 13:04:00w1362749777796947976wWaterlooLibrarywww0w0wenw"TweetDeck"wwwFalse
7w"What an amazing discussion tonight with @John_Orpheus and @fitsumareguy  thank you to everyone who tuned in virtually tonight. Also a huge thank you to our co-host @BooksWordsWorth https://t.co/Q4lwlgEruw"w2021-02-19 01:50:46w1362580352536035329wWaterlooLibrarywww0w8wenw"Twitter for iPhone"wwwTrue
8w"RT @cardamomaddict: So, as part of last night's @WaterlooLibrary talk, we played my first ever cooking video, which I made all by myself! T…"w2021-02-18 22:19:14w1362527119662845959wWaterlooLibrarywww3w0wenw"Twitter for iPhone"wwwFalse
9w"Yesterday was I Read Canadian Day. If that day has sparked your interest and you are looking for more books by tremendously talented Canadian authors, WPL blogger @bakingbookworm would like to introduce you to one of her favourites @joannagoodman https://t.co/RbpUhsS02n #mustread https://t.co/66kok0fdHN"w2021-02-18 19:42:50w1362487758250508291wWaterlooLibrarywww0w4wenw"TweetDeck"wwwFalse
10w"Do you know the story of former slave and Waterloo resident Levi Carroll and his family? This is a fascinating and important story in the history of @citywaterloo https://t.co/CAtOWRqkai #BlackHistoryMonth #ThrowbackThursday #kwawesome @uptownwaterloo #localhistory https://t.co/93qs3Isn3m"w2021-02-18 18:03:00w1362462635795562499wWaterlooLibrarywww3w7wenw"TweetDeck"wwwFalse
11w"We can't wait! Register now at: https://t.co/WODDesuzMw https://t.co/TCIYhqAsFO"w2021-02-18 15:50:21w1362429253732728833wWaterlooLibrarywww1w3wenw"TweetDeck"wwwTrue
12w"Don't miss the next Laurier EdTalk with @cathymiyata as she discusses the power of stories.

Wed Feb 24 at 7PM
Register at: https://t.co/FEA2OFQZR5

