w"Tweet Full Text"w"Tweet Datetime"w"Tweet Id"w"Twitter @ Name"w"Tweet Coordinates"wPlace Infow"Retweets"wFavoriteswLanguagewSourcew"Replied Tweet Id"w"Replied Tweet User Id Str"wQuote Status Bool
0w"If you know, you know 😆 https://t.co/VcmYe0HNDn"w2021-02-20 15:55:03w1363155213624999937wKitchLibrarywww1w13wenwHootsuite Inc.wwwFalse
1w"@Vanillabn Yep! That's our overflowing holds shelf❤️"w2021-02-19 21:55:10w1362883451880431620wKitchLibrarywww0w1wenw"Twitter Web App"w1362882374770507776w122223738wFalse
2w"""Has the library been busy lately?"" https://t.co/CHKBl1Vf8A"w2021-02-19 21:42:45w1362880325215518726wKitchLibrarywww2w44wenw"Twitter Web App"wwwFalse
3w"Coming up next Saturday, Feb 27: A special storytime with @LauraMaeLindo to celebrate Black History Month. 

All children and families welcome! Registration required: https://t.co/nVVHItCtSS https://t.co/eXD4CLVduD"w2021-02-19 21:00:20w1362869649600376838wKitchLibrarywww8w21wenwHootsuite Inc.wwwFalse
4w"Want to chill with us?
Schedule in some social time on Wed. Feb. 24 at 7 pm, with this trivia edition of 'Get Social'. Test your knowledge on popular shows including Netflix originals such as Queen’s Gambit, Big Mouth, and Stranger Things.  

Register: https://t.co/kkrdl3uOPe https://t.co/MKfMcLw60u"w2021-02-19 16:01:47w1362794519402590216wKitchLibrarywww0w0wenwHootsuite Inc.wwwFalse
5w"@WR_Record and Kitchener Public Library are pleased to host this amateur photo contest for its 15th consecutive year. Keep the photos coming! We are nearing the Feb. 28 deadline. 

You can enter up to three. https://t.co/eFx1hOIa9Z https://t.co/hIYkqs9yWO"w2021-02-19 15:30:33w1362786659901833217wKitchLibrarywww0w0wenwHootsuite Inc.ww37104970wFalse
6w"Local helper, author, and Chapleau Cree First Nation member, Clarence Cachagee  will share stories of resilience, land-based teaching and healing in our second Indigenous Storytelling event, in partnership with @CityKitchener

This Weds, Feb 24: https://t.co/V5GviowhBT https://t.co/wDi5OJWQzo"w2021-02-19 14:20:05w1362768924069216257wKitchLibrarywww10w10wenwHootsuite Inc.wwwFalse
7w"""When an incident erupts racial tensions and stokes a large anti-immigration sentiment in the city, Steveens loses his working documents..."" 

Mark your calendars for the next FREE documentary screening of Perro Bomba. 

In partnership with @UWaterlooSLAS

https://t.co/zuVwocUYAN"w2021-02-18 23:25:01w1362543676178771972wKitchLibrarywww2w2wenwHootsuite Inc.wwwFalse
8w"Put your crafting hats on! This week's Tween: Let's Get Creative program is turning an old sock into this adorable penguin stuffie 🐧

Yes, we provide the supplies! 

