id,created_at,text
1329578956614492160,2020-11-20 00:15:00,A Brief History of Presidential Memoirs. Barack Obama’s new autobiography joins a long—but sometimes dull—tradition… https://t.co/dCCOqRvtHh
1329563856910184448,2020-11-19 23:15:00,"The 2020 winner of the @TheBookerPrizes is Shuggie Bain, a novel by Douglas Stuart. https://t.co/Ydf4MLi84k… https://t.co/5C8qWZbDnO"
1329537362045652993,2020-11-19 21:29:43,"RT @writerstrust: #Ridgerunner by #GilAdamson just won the $50,000 Writers' Trust Fiction Prize! ""An adventure as sprawling and impeccably…"
1329537256630128640,2020-11-19 21:29:18,RT @RolandGulliver: Congratulations to the brilliant Gil Adamson &amp; @HouseofAnansi! https://t.co/DqLPxgd7GF
1329534916581842946,2020-11-19 21:20:00,Starting soon! @OnePageLit is about to go live with award-winning author James McBride speaking with author and jou… https://t.co/rI2Gfl1a3u
1329503458940964864,2020-11-19 19:15:00,Former One Book One Community Waterloo Region author Linwood Barclay’s ‘Fear the Worst’ to get movie treatment star… https://t.co/QRINIAWeHv
1329477106921844736,2020-11-19 17:30:17,RT @citywaterloo: What’s happening in #neighbourloo? Beautiful benches! Get ideas from our Waterloo Neighbourhoods e-newsletter – subscribe…
1329477007189700610,2020-11-19 17:29:53,"RT @citywaterloo: We're launching WOW Waterloo this month! This initiative brings social, recreational and educational programs to seniors…"
1329476851123838977,2020-11-19 17:29:16,RT @citywaterloo: We're looking for neighbourhood outdoor rink volunteers again! Find a list of outdoor rinks here: https://t.co/eDEewlKMQE…
1329473260787003399,2020-11-19 17:15:00,In the Ellis Little Local History Room at the Main Library our focus is on the history of @citywaterloo Visit the L… https://t.co/g9lWHkUuFW
1329443061001117696,2020-11-19 15:15:00,WPL blogger Lesley L. picked up Empire of Wild by @cherie_dimaline because of how much she loved Dimaline's other n… https://t.co/kT30N73Wmk
1329441551118868480,2020-11-19 15:09:00,How Romance Heightens Gothic Thrillers. Romantic suspense writer Lisa Harris has plenty of tips for seamlessly blen… https://t.co/hxRmOBIZPI
1329426703270047744,2020-11-19 14:10:00,"Whether you're looking to escape into a thrilling page-turner, stimulate those little grey cells with a cerebral wo… https://t.co/eiV358FS3r"
1329409842403028992,2020-11-19 13:03:00,"Eloise Live-Action Movie Based On Children’s Books In The Works
The Eloise children's book series, which follows a… https://t.co/C9h7fBjw7c"
1329215561968934914,2020-11-19 00:11:00,Our good friends and partners at @BooksWordsWorth have released their annual holiday gift guide for readers and boo… https://t.co/UbWVXGwgzH
1329137298089209856,2020-11-18 19:00:00,Take a field trip with WPL! You can explore the world from home through these fun and educational activities for ad… https://t.co/Wbzu64Omoo
1329125971593555969,2020-11-18 18:15:00,"After 123 movies in the past 10 years and $4,567,890,000,000,000,000 in the box office, it is time to put your know… https://t.co/w4xAPccaPD"
1329081932215291905,2020-11-18 15:20:00,In case you missed the announcement...Souvankham Thammavongsa won the $100K Scotiabank @GillerPrize for her short s… https://t.co/WAFKCOSGpO
1329067335156686849,2020-11-18 14:22:00,"Tonight at 7pm Robin Ellis, Wills &amp; Estates Lawyer at Duncan, Linton LLP and Investment Advisor, Luke Charbonneau w… https://t.co/FpA4UgBaET"
1329064535223832579,2020-11-18 14:10:52,RT @TLGwr: Come join us to learn about cybersecurity and how to keep yourself safe online! Registration: https://t.co/c2vJjQ1QHX https://t.…
1329050222379544577,2020-11-18 13:14:00,"In October 1920, the world had the first opportunity to read a murder mystery by a new writer called Agatha Christi… https://t.co/VaW3O1vhUi"
1328851412646719488,2020-11-18 00:04:00,Are you already getting in the festive spirit? Shopping started? Christmas tree up? Katisha Smith from @bookriot lo… https://t.co/ku36C8iRpf
1328790008954826753,2020-11-17 20:00:00,You and your family will have fun exploring the world together from the comfort of your home with our Field Trips.… https://t.co/V652FLQ4f2
1328778683281072129,2020-11-17 19:15:00,26 ways Netflix's 'Dash and Lily' is totally different from the book. The series is based on Rachel Cohn and David… https://t.co/AQgX2bQS7o
1328759808904753152,2020-11-17 18:00:00,November seems like a long month with colder weather and shorter days. WPL blogger @McgillPenny proposed to her fam… https://t.co/sDStDsfW24
1328733385339105280,2020-11-17 16:15:00,One Page: Canada's Virtual Literary Series presents award-winning author James McBride speaking with author and jou… https://t.co/NvorscDwUE
1328713251966873600,2020-11-17 14:55:00,"In this staycation year, we are sharing photos of libraries visited by WPL staff over the years on their vacations.… https://t.co/gYhdQjq3Bg"
1328703188720082949,2020-11-17 14:15:00,What a wonderful idea! #kwawesome #ourcreativecommunity https://t.co/Eg1PQpfv0e
1328700669491081216,2020-11-17 14:05:00,"Journeys at the Intersection of Faith and Sexuality, presented by @renisoncollege tonight 7pm. Five faith practicin… https://t.co/Y8ONIzM9qN"
1328685066898182145,2020-11-17 13:03:00,"Psychological thrillers and true crime stories may be booming with women now, but it's part of a centuries-old tren… https://t.co/7BZkk1bxwm"
1328488021964931072,2020-11-17 00:00:01,Join Mark and Martina of @HospiceWaterloo Nov 18 at 6:30pm as they discuss the themes of grief and death in two pow… https://t.co/ciXdT5id9u
1328412526044844033,2020-11-16 19:00:01,"The mystery scene is booming in Canada's largest city. Paul French explores ""Toronto : crime fiction in North Ameri… https://t.co/5eQxY3EieZ"
1328401196344860672,2020-11-16 18:15:00,"Page Turners, for kids in Grades 5 to 8. New missions are posted every 2 weeks including writing challenges, book ""… https://t.co/d03c8McRrR"
1328380662789906434,2020-11-16 16:53:24,@johannabee The From Behind the Mask project is continuing and you can pick up your quilt kit at any WPL location d… https://t.co/BiXnXN76nO
1328379609738588160,2020-11-16 16:49:13,"RT @renisoncollege: Reminder - there's still time to join our event tomorrow night. 

Presented in partnership with the @WaterlooLibrary.…"
1328355897966546945,2020-11-16 15:15:00,"WPL blogger Jackie M. recently read the debut novel by Canadian writer Eva Crocker, All I Ask. ""This novel is reall… https://t.co/eQWVModp8K"
1328340798643998720,2020-11-16 14:15:00,"Tomorrow, award winning Canadian author, cartoonist and illustrator @scottchantler joins us at 11:00am to discuss h… https://t.co/rUSORgyihT"
1328321931347562497,2020-11-16 13:00:02,"Explore Play Learn with us! Children ages 5 and under and their caregivers will enjoy stories, songs and fun activi… https://t.co/s5x8FQXIl9"
1328125631100489729,2020-11-16 00:00:00,"Telling Our COVID-19 Stories Through Textiles. In this virtual program for families, we'll explore storytelling thr… https://t.co/aK84FfDVfc"
1328080335976873984,2020-11-15 21:00:01,"Looking for sleep advice relating to your baby's napping, night waking and bedtime routine? Bridget Jensen from… https://t.co/pr2UXZRnpp"
1328052649086898176,2020-11-15 19:10:00,Bestselling author Michael Crichton was hugely popular from the 70s to 90s. He had an M.D. from Harvard but chose t… https://t.co/57q3GHFLO6
1328035033463001088,2020-11-15 18:00:00,Meet cartoonist and writer @scottchantler at a virtual author event November 17 at 11am. Scott will discuss his cre… https://t.co/Mg0FHxLlal
1327989742491713536,2020-11-15 15:00:02,"Write to Santa and he'll write back! Kids, drop off your letters for Santa in the big mailboxes at any WPL location… https://t.co/XLBhg5H3TX"
1327978410040119296,2020-11-15 14:15:00,"Author photos of a different sort
The Nobel Prize-winning novelist Orhan Pamuk joins a long line of distinguished w… https://t.co/zS4jGbNafu"
1327765758718275585,2020-11-15 00:10:00,"Did you know that Edward Gorey designed the sets for the 1970s Broadway run of Dracula? As expected, they're very b… https://t.co/Vt8Eytg9lk"
1327687746626863104,2020-11-14 19:00:00,It's time to put your knowledge of the Marvel phenomenon to the test. Our virtual Marvel Trivia Night on Nov 30 at… https://t.co/Oz0d12rGKU
1327676420089290752,2020-11-14 18:15:00,This year is the 150th anniversary of the death of Charles Dickens. Robert Gottlieb explores the vast fictional uni… https://t.co/kLeJFoXlRw
1327662438670544897,2020-11-14 17:19:26,RT @ImmigrationWR: #HappyDiwali to those celebrating the #FestivalofLights today in #WaterlooRegion &amp; around the world! Join the Tamil Cult…
1327627095162245121,2020-11-14 14:59:00,"Happy Diwali! The Tamil Cultural Association of Waterloo Region will be showcasing dance, food and art at an amazin… https://t.co/Xb7yqrZc4J"
1327616022128504832,2020-11-14 14:15:00,"To date, sixteen feature films have been adapted from Roald Dahl’s work to varying degrees of success; here’s how t… https://t.co/fz13Uu1R1K"
1327596895984783366,2020-11-14 12:59:00,"After watching Enola Holmes, Megan Mabee @BookRiot discovered a genre niche she hadn’t even known she'd been cravin… https://t.co/bP9nYdql3y"
1327593372844953600,2020-11-14 12:45:00,"Happy Diwali! Wishing you and your family good health, happiness, joy, and peace. #kwawesome #Diwali2020 #Diwali https://t.co/k7X2xfzB2y"
1327404629349392386,2020-11-14 00:15:00,Learn to use real tools while you construct your own wooden birdhouse. Registration opens Nov 14 for our Bird Feede… https://t.co/bUIKMB0b6L
1327364023298428928,2020-11-13 21:33:39,"RT @parlemieux: Most of my roles have included changing info on websites, but just basic and easy changes. Thanks to @galecengage courses f…"
1327327873636704256,2020-11-13 19:10:00,"If you love cookbooks, books about culinary history, foodie memoirs, and just, well, food, you'll want to check out… https://t.co/8jrtZEPvar"
1327311516090023937,2020-11-13 18:05:00,"Journeys at the Intersection of Faith and Sexuality, presented by @renisoncollege Nov 17 at 7pm. Five faith practic… https://t.co/WdanNAdPQe"
1327280058411610114,2020-11-13 16:00:00,"Stream movies for free with @kanopy and your library card. On Kanopy, there's a mix of Canadian films, Hollywood bl… https://t.co/1qsA03KToQ"
1327279769277358080,2020-11-13 15:58:51,"RT @uwaterlooHREI: Diwali begins Nov 14! Diwali is the festival of lights, celebrated by millions of Hindus, Sikhs and Jains across the wor…"
1327268482187210754,2020-11-13 15:14:00,These amateur sleuths never asked to get mixed up in a murder investigation—but they won't stop looking until they… https://t.co/blCe9i7tfc
1327251118028709890,2020-11-13 14:05:00,"Three debut authors are among the final five nominees for the 2020 Toronto Book Award, worth $10,000 to the winner.… https://t.co/wjrklriZ1n"
1327236018680909825,2020-11-13 13:05:00,"University &amp; College Scholarship Info Session. Discover where to find the opportunities, how to apply, how to plan… https://t.co/V7UuKo1K6p"
1327040983117164545,2020-11-13 00:10:00,"On November 18 at 7pm Robin Ellis, Wills &amp; Estates Lawyer at Duncan, Linton LLP and Investment Advisor, Luke Charbo… https://t.co/7XAZemdpeS"
1326961710876385280,2020-11-12 18:55:00,"Most movies and TV shows involving Stephen King are based on his novels and short stories, but in a few cases, they… https://t.co/m7WxXudX4V"
1326948876654309376,2020-11-12 18:04:00,The @citywaterloo is excited to announce its 2nd annual Neighbourhood Summit! This year’s event will take place onl… https://t.co/hFl6P38kfA
1326931260275650561,2020-11-12 16:54:00,Thanks for virtually visiting! https://t.co/JI7NZq8m7s
1326901312588455937,2020-11-12 14:55:00,How would a universal basic income mend Canada's safety net and lead to better outcomes for all people? Learn about… https://t.co/F11wL9IOSh
1326891246984568832,2020-11-12 14:15:00,"""A series in which the protagonist ages with the years becomes in effect a long novel, the record of a life."" Autho… https://t.co/0uY181Ey0m"
1326873630903574532,2020-11-12 13:05:00,This image of a Victory Loan Parade on King St in @uptownwaterloo was taken in 1945. Victory Bonds were sold in an… https://t.co/4FcHD6Q0ZU
1326676082569875456,2020-11-12 00:00:01,"You and your preschooler can Explore Play Learn with us! Join us for virtual stories, songs and fun activity ideas… https://t.co/FrCjlk8J1B"
1326630783960838145,2020-11-11 21:00:01,Thank you to all of the kids who took part in our Poppies for Remembrance community art initiative and shared their… https://t.co/HXb6j9bY3n
1326605614412337155,2020-11-11 19:20:00,From Behind the Mask. Be a part of this exciting new community art initiative and help create a quilt based on the… https://t.co/oN15tcc2yt
1326585484361887745,2020-11-11 18:00:00,"Field Trips...For Adults! From art to sport, fashion to travel and beyond. We're inviting you to explore the world… https://t.co/tNromKfhVM"
1326545888915845121,2020-11-11 15:22:40,RT @WaterlooWarbird: This #RemembranceDay we will be honouring those who have served and continue to serve Canada in the military with flyo…
1326545781495459842,2020-11-11 15:22:14,RT @WaterlooWarbird: Eyes up starting at 10:30 AM! We’ll be flying over cenotaphs and cemeteries in Waterloo Region and Guelph in honour of…
1326540196150562823,2020-11-11 15:00:03,Join Mark and Martina of @HospiceWaterloo Nov 18 at 6:30pm as they discuss the themes of grief and death in two pow… https://t.co/cPa2Ki0GIF
1326533132334604288,2020-11-11 14:31:59,"Learn more about Guelph's John McCrae, a Canadian doctor, teacher and poet who is best known for his memorial poem… https://t.co/Ijpz4ntoyy"
1326532051445706752,2020-11-11 14:27:41,RT @citywaterloo: Today we remember the brave men and women who have made the ultimate sacrifice. Tune in to our live stream starting at 10…
1326509991331729409,2020-11-11 13:00:01,World War I soldiers march down Albert Street and turn east onto Erb Street. The current @Communitech building is t… https://t.co/26CY9li84T
1326314949279318017,2020-11-11 00:05:00,"When the travel bans are lifted, the world is a more healthy place and we are free to once again explore beyond our… https://t.co/berxrxFOQo"
1326262328506130432,2020-11-10 20:35:54,"RT @citywaterloo: It's a big week! Connect with neighbours and friends in Remembrance, music and a trivia event. Explore this and more on t…"
1326236935149539331,2020-11-10 18:55:00,"With theaters closed due to COVID, a number of films were pushed from their scheduled 2020 release dates into the n… https://t.co/VMyWLbwlJe"
1326222590403248129,2020-11-10 17:58:00,In honour of #RemembranceDay we invite you to join US Army veteran and writer Keith Dow for a discussion about usin… https://t.co/YuyuWRVlrh
1326188124905549825,2020-11-10 15:41:03,"RT @morehyperbole: @WaterlooLibrary @jasperlib Can @wrdsbLibraries staff share too? :) This is the public library in Santa Clara, Cuba. htt…"
1326177802450694147,2020-11-10 15:00:01,People often assume that avid reader and blogger Laurie P. has read just about every author out there. Not true! La… https://t.co/fTszPm6Wm3
1326162705883951104,2020-11-10 14:00:02,On #TravelTuesdays we love to share photos of libraries visited by WPL staff on past holidays. This week it's… https://t.co/ByLfnfD1vE
1326152881007943680,2020-11-10 13:21:00,For the Love of Stories. Kids in K to Grade 4 will have new reading challenges every 2 weeks to help them discover… https://t.co/skigFwmUbQ
1325950045875707905,2020-11-09 23:55:00,"Diwali is the festival of lights, celebrated by millions of Hindus, Sikhs and Jains across the world. The Tamil Cul… https://t.co/JcGw1G7mz8"
1325879580385796099,2020-11-09 19:15:00,7 Spectacular Libraries You Can Explore From Your Living Room. Take a 360-degree virtual tour of their interiors. Y… https://t.co/yGwRiwl0K1
1325864480916480000,2020-11-09 18:15:00,"University &amp; College Scholarship Info Session. Discover where to find the opportunities, how to apply for them, how… https://t.co/TbZ7za993k"
1325834282422636546,2020-11-09 16:15:00,Take a field trip with WPL! You and your family can explore the world from home through new activities each week. T… https://t.co/BZ92uQY2Wr
1325815911400366081,2020-11-09 15:02:00,"In honour of #RemembranceDay customers of all ages are invited to participate in our community art initiative, Popp… https://t.co/cIbrC5qWVQ"
1325803831045857283,2020-11-09 14:14:00,"In a city dominated by a famous university, students, professors, and the occasional vicar supply the mysteries. Pa… https://t.co/69WTa7hmJ4"
1325787724952072192,2020-11-09 13:10:00,We have two exciting new services available for families and educators: WPL Kids Express Personalized Book Bundles… https://t.co/vUzMxsvKvN
1325588160428957696,2020-11-08 23:57:00,In honour of #RemembranceDay we invite you to join US Army veteran and writer Keith Dow for a discussion about usin… https://t.co/WkkBluKnTo
1325528518889967616,2020-11-08 20:00:00,Who is the ultimate impostor? We'll try to answer that question through WPL's first #AmongUs tournament. November 1… https://t.co/qrQ5Phq1lH
1325518954148737024,2020-11-08 19:22:00,"We are looking for creative, energetic and book savvy teens to help us create a teen-worthy virtual Book Club. If y… https://t.co/1qQrsQSBIC"
1325498317879513089,2020-11-08 18:00:00,How would a universal basic income mend Canada's safety net and lead to better outcomes for all people? Learn about… https://t.co/lF04SagXnN
1325450502872719362,2020-11-08 14:50:00,Embrace your inner artist with Drawing How To's for kids in Grades 3 to 6. We'll break down illustrating into easy… https://t.co/HPJMOoCKby
1325441695224389632,2020-11-08 14:15:00,"Author Denise Mina is Spending Her Quarantine Watching Shoah : the Scottish crime writer on serial killers, policin… https://t.co/Nb8KSWfJv3"
1325441695115177985,2020-11-08 14:15:00,A female employee works on munitions during WWII at the Sunshine Waterloo Company (later SunarHauserman Ltd). Sunsh… https://t.co/ahbLflX0kM
1325225268722757632,2020-11-07 23:55:00,Mohair: Fleece to Yarn. Did you know that mohair is a fibre that comes from angora goats? Join us for a virtual pre… https://t.co/2sls8ynXYQ
1325204500987011076,2020-11-07 22:32:28,"RT @CreateWaterloo: It’s a beautiful day to head uptown and see the new murals on the parkade. Located on Willis Way, these murals are base…"
1325204433093976064,2020-11-07 22:32:12,RT @CreateWaterloo: Trail Mix has the best music and auditory experiences to relax and enjoy this weekends’ warm weather. And even better -…
1325149771317784576,2020-11-07 18:55:00,Let our staff be your personalized shoppers with WPL's Surprise Me! Book Bundles for Adults. These bundles are spec… https://t.co/N8NhX4VgUK
1325139705151717380,2020-11-07 18:15:00,Three-time @cbcradio Literary Prize winner Caroline Adderson spoke to Garth Materie on Saskatchewan's Afternoon Edi… https://t.co/pc7zkipzMl
1325108248085737472,2020-11-07 16:10:00,"New Parent Connect. Each week new parents will connect with other parents, discuss parenting, receive support and e… https://t.co/txSZIPbNNv"
1325091638906138624,2020-11-07 15:04:00,"Journeys at the Intersection of Faith and Sexuality, presented by @renisoncollege Nov 17 at 7pm. Five faith practic… https://t.co/JI0zkgTWeV"
1325078552048361473,2020-11-07 14:12:00,How did books end up having those paper covers? @bookriot explores The History Dust Jackets : from disposable to co… https://t.co/55PpBIAGms
1325064207684001798,2020-11-07 13:15:00,1000 Books Before Kindergarten. Explore the world of early literacy with your preschooler. Track the books you read… https://t.co/YybkS9oC30
1324864140591026176,2020-11-07 00:00:00,Meet cartoonist and writer @scottchantler at a virtual author event November 17 at 11am. Scott will discuss his cre… https://t.co/U45nPvZx0M
1324789648665829378,2020-11-06 19:04:00,"WPL blogger Madison P. prefaces her latest post by saying ""... not once in my life have I ever played, or had any i… https://t.co/msME4s9WbU"
1324773542857236487,2020-11-06 18:00:00,"In honour of #RemembranceDay customers of all ages are invited to participate in our community art initiative, Popp… https://t.co/ezjURavsmN"
1324744478389841926,2020-11-06 16:04:30,RT @HistoricaCanada: Unpack and understand the history and the worldviews that shaped - and continue to shape - treaties in Canada. Downloa…
1324743308082663424,2020-11-06 15:59:51,@PamMTSpace @whotookadnan A big thank you to both of you for this fabulous event! It was great hosting you 🙌🏽
1324733780595073027,2020-11-06 15:22:00,We're hiring! We have an opening at the Main Library in @uptownwaterloo for a part-time Library Assistant in Borrow… https://t.co/QIsjRo7E7h
1324716919597928450,2020-11-06 14:15:00,Attention fantasy novel fans! The World Fantasy Awards have announced their winners for the most outstanding fantas… https://t.co/LeIZYpAFWp
1324702574822543360,2020-11-06 13:18:00,"On November 18 at 7pm Robin Ellis, Wills &amp; Estates Lawyer at Duncan, Linton LLP and Investment Advisor, Luke Charbo… https://t.co/x4gCm0cmqG"
1324501499687268354,2020-11-05 23:59:00,"My First Thriller : Scott Turow. For eight years, bestselling author Turow wrote in thirty minute bursts on a commu… https://t.co/36GKT2RRLf"
1324426257065562112,2020-11-05 19:00:00,"Calling all cooks, bakers and foodies. Join our new virtual Cookbook Book Club for adults. Discover great new cookb… https://t.co/cZIjg3cb9r"
1324412413236699143,2020-11-05 18:05:00,World War I soldiers standing beside the tracks at the Canadian National Railway station on Regina Street in… https://t.co/myji7iRPPC
1324400014882463747,2020-11-05 17:15:44,RT @CanadasHistory: Canadian War Museum historian John Maker answers questions about the invasion that liberated Europe during the Second W…
1324395453891383296,2020-11-05 16:57:36,RT @whotookadnan: This is tonight! A rare chance to see my pandemic hair. https://t.co/Z4UWzuOD9P
1324369630832459777,2020-11-05 15:15:00,"WPL blogger Lesley L. just read Long Way Down by @JasonReynolds83 and declared it ""...easily one of the most powerf… https://t.co/EBMfjr8jb5"
1324352015309266944,2020-11-05 14:05:00,Join us live online tonight (Nov 5th) at 7:00pm for an evening of storytelling and discussion with author Adnan Kha… https://t.co/bPvEZePi65
1324335658488393729,2020-11-05 13:00:00,Join Mark and Martina of @HospiceWaterloo Nov 18 at 6:30pm as they discuss the themes of grief and death in two pow… https://t.co/kBO8n57gYH
1324138105218236416,2020-11-04 23:55:00,If Hallmark Christmas movies are your go-to during the holiday season but you subscribe to the belief that the book… https://t.co/nFLHal90Si
1324117329505099776,2020-11-04 22:32:26,We’ve had some beautiful poppies dropped off for our Poppies of Remembrance Community Art project. To learn how you… https://t.co/UHeOsRgcID
1324107473997959170,2020-11-04 21:53:17,"RT @CreateWaterloo: Etched into Memory is a fascinating piece of public art, created by renowned artists Evan Penny and Stephen Andrews (19…"
1324065879366262785,2020-11-04 19:08:00,"New Parent Connect. Each week new parents will connect with other parents, discuss parenting, receive support and e… https://t.co/O78Y196kUM"
1324048768514359297,2020-11-04 18:00:00,What’s happening in @citywaterloo  Neighbourhoods? Find out! Subscribe to their e-newsletter and you could win 1 of… https://t.co/3auAM61ssA
1324007243159904256,2020-11-04 15:15:00,In honour of #RemembranceDay we invite you to join US Army veteran and writer Keith Dow for a discussion about usin… https://t.co/coVhAQXfAt
1323988368452182016,2020-11-04 14:00:00,Sheena Kama writes crime novels and YA fiction so she and others can feel seen. Her books feature the hard-boiled i… https://t.co/Ix7JQBQVsT
1323975785649197057,2020-11-04 13:10:00,"Since Rebecca hit the small screen, many people find themselves revisiting the iconic book. But there’s always the… https://t.co/okmuNStnN3"
1323777479253749760,2020-11-04 00:02:00,"Join Anuradha Rao, conservation biologist and author of One Earth : People of Color Protecting Our Planet for a dis… https://t.co/AIO9aCD8zG"
1323715319383396352,2020-11-03 19:55:00,WPL blogger @McgillPenny is over-the-moon about The Lady Astronaut series by @MaryRobinette The series features a g… https://t.co/druPozuTV0
1323700219800883201,2020-11-03 18:55:00,How would a universal basic income mend Canada's safety net and lead to better outcomes for all people? Learn about… https://t.co/ubzu3luv0Y
1323644855449460737,2020-11-03 15:15:00,Take a field trip with WPL! You can explore the world from home through these fun and educational activities. Every… https://t.co/MxqdiP8MgY
1323625983883227137,2020-11-03 14:00:00,"Join us live online for an evening of storytelling and discussion with author Adnan Khan. Thursday, November 5 at 7… https://t.co/PbFrvpj1f6"
1323612139882336256,2020-11-03 13:05:00,The Grand Tour : eight thrillers featuring Americans in Europe. These fish-out-of-water crime novels drop their Ame… https://t.co/pW5x6tDyCJ
1323417859230498818,2020-11-03 00:13:00,"University &amp; College Scholarship Info Session. Discover where to find the opportunities, how to apply for them, how… https://t.co/e7ItEYVe1h"
1323355989362511872,2020-11-02 20:07:09,RT @orcabook: Join #OneEarth author Anuradha Rao (@OneEarthBook) for a virtual discussion about the power of people to create positive chan…
1323355968651087872,2020-11-02 20:07:04,"RT @WRPSToday: A break and enter can happen to anyone.

To protect your neighbourhood, report any suspicious persons or vehicles, install m…"
1323338838714933253,2020-11-02 18:59:00,"Diwali is the festival of lights, celebrated by millions of Hindus, Sikhs and Jains across the world. The Tamil Cul… https://t.co/SIyesCuAN7"
1323323993659617280,2020-11-02 18:00:00,"Stories, songs and fun activity ideas for the preschool crowd. Explore Play Learn. Registrants will receive a meeti… https://t.co/8EFCCWqLXr"
1323293792808562688,2020-11-02 16:00:00,Mohair: Fleece to Yarn. Did you know that mohair is a fibre that comes from angora goats? Join us for a virtual pre… https://t.co/euwnepMD6I
1323278694383640577,2020-11-02 15:00:00,From Behind the Mask. Be a part of this exciting new community art initiative and help create a quilt based on the… https://t.co/ovjCYtk4d3
1323271143437045770,2020-11-02 14:30:00,It’s happening! Construction of the East Side Branch Library is now underway at RIM Park. HOW AWESOME IS THAT. We c… https://t.co/Jrirs2xuXv
1323254029858807808,2020-11-02 13:22:00,We're hiring! We have an opening at the Main Library in @uptownwaterloo for a part-time Library Assistant in Borrow… https://t.co/W1drdP4CLH
1323051948111638528,2020-11-01 23:59:00,"In honour of #RemembranceDay customers of all ages are invited to participate in our community art initiative, Popp… https://t.co/6xQNemXjyM"
1322978967331106817,2020-11-01 19:09:00,"Inside the Spare and Extravagant Homes of Six Iconic Writers : the architectural tastes of Melville, Wharton and mo… https://t.co/Z25F11mkHg"
1322964119515930624,2020-11-01 18:10:00,In honour of #RemembranceDay we invite you to join US Army veteran and writer Keith Dow for a discussion about usin… https://t.co/I1GpMdYcxW
1322917563408371712,2020-11-01 15:05:00,"We have lots of fun programs planned for all ages to take part in at home, virtually and via livestream in November… https://t.co/XTmoE6pLua"
1322902715115229184,2020-11-01 14:06:00,"The end of the world is never really the end of the world—at least not in fiction. After all, someone must survive… https://t.co/zMVOL7CnF0"
1322889880255561730,2020-11-01 13:15:00,Jeffery Deaver: 'I can always find solace in Middle-earth and Tolkien's imagination'. The bestselling crime writer… https://t.co/7Hp21bAW1e
1322678487413624833,2020-10-31 23:15:00,"""I’m a fan of a more traditional setting...stormy weather, isolated places and the darkness that hides the evil fro… https://t.co/SiS9hmc8Ms"
1322601731742642177,2020-10-31 18:10:00,"Join us live online for an evening of storytelling and discussion with author Adnan Khan. Thursday, November 5 at 7… https://t.co/GADvxXy3T2"
1322581850682916864,2020-10-31 16:51:00,19 Spooky Books That Should Be Required Halloween Reading. The @buzzfeed community shares their favourite spine tin… https://t.co/5CbDxAqpO0
1322552658335584256,2020-10-31 14:55:00,Meet cartoonist and writer @scottchantler at a virtual author event November 17 at 11am. Scott will discuss his cre… https://t.co/Z74TvqsRq0
1322540578907648002,2020-10-31 14:07:00,Happy Halloween! These wonderful jack-o-lanterns were on display at The Waterloo County Farmers' Market in 1979. Th… https://t.co/urI9biWauJ
1322526737641721860,2020-10-31 13:12:00,"Whether it’s due to the seasonal weather or due to the horror that is 2020, horror books are more popular then ever… https://t.co/fVlLCQOjxt"
1322512393394483200,2020-10-31 12:15:00,Stop by your favourite WPL location today between 10am and 6pm and your kids will receive a special surprise bag fu… https://t.co/DE1vwU2Z2v
1322316099581607938,2020-10-30 23:15:00,"Ghost Hunting Is a Hobby, Not a Job. @amybruni host of the ghost hunting show Kindred Spirits, looks back on the st… https://t.co/Hnr3SoOtnE"
1322237834208571392,2020-10-30 18:04:00,"Journeys at the Intersection of Faith and Sexuality, presented by @renisoncollege Nov 17 at 7pm. Five faith practic… https://t.co/dVKPLreoM7"
1322221727825289217,2020-10-30 17:00:00,"Meet conservation biologist, Anuradha Rao, author of One Earth, People of Color Protecting Our Planet at a special… https://t.co/l3aLDRRoHk"
1322195304028975106,2020-10-30 15:15:00,Telling Our COVID-19 Stories Through Textiles. In this virtual workshop learn how stories are expressed through tex… https://t.co/hvnruyXfsm
1322179197750571013,2020-10-30 14:11:00,Did you miss @OnePageLit’s event with Tommy Orange and @waub talking about best-selling novel There There? Watch th… https://t.co/eCeqtlTWpM
1322165104721481728,2020-10-30 13:15:00,"Reading literary versus popular fiction promotes different socio-cognitive processes, study suggests. via @PsyPost… https://t.co/eFsTgyb2B7"
1322146237122899979,2020-10-30 12:00:01,"Oprah just unveiled The Seven Books That Help Her Through Tough Times ""For me, there is no best life without books.… https://t.co/4tiJBTDwhx"
1321953711711678465,2020-10-29 23:15:00,We're hiring! We have an opening at the Main Library in @uptownwaterloo for a part-time Library Assistant in Borrow… https://t.co/Nh8ki3gyWy
1321914012414730244,2020-10-29 20:37:15,@johannabee Thank you. We're so glad you enjoyed it!
1321905393614745601,2020-10-29 20:03:00,"Family Tech Playground. We will hook you up with the tech you need to learn about coding, electricity, 3D printing… https://t.co/CcOWLIniJi"
1321876704231591936,2020-10-29 18:09:00,What’s happening in @citywaterloo  Neighbourhoods? Find out! Subscribe to their e-newsletter and you could win 1 of… https://t.co/LdTuFbA7rH
1321868528065126400,2020-10-29 17:36:30,"RT @CreateWaterloo: You've probably seen @Matthew_Morris at Winterloo, but now you can join him for snow sculpting! Check out the club he's…"
1321868347596820482,2020-10-29 17:35:47,RT @CreateWaterloo: Our Neighbourhoods Team at @citywaterloo is building an asset map for community spaces at the 2020 Neighbourhood Summit…
