VolunteerID,FSA,AgeGroup,YearsVolunteeredGroup,OccasionalVolunteer,RegularVolunteer,Donor,FirstDonationYear,NumberDonations,SumDonationsGroup,"Population,-2016",age_distribution_0-to-14-years,age_distribution_15-to-64-years,age_distribution_65-years-and-over,age_distribution_85-years-and-over,age_Average-age-of-the-population,age_Median-age-of-the-population,family_%-married-or-living-common-law,family_Average-size-of-census-families,family_%-census-families-that-are-couples,family_%-couples-with-children,income_Median-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Average-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Median-total-income-of-households-in-2015-($),"income_Prevalence-of-low-income-based-on-the-Low-income-measure,-after-tax-(LIM-AT)-(%)",citizenship_%-canadian-citizens,citizenship_%-immigrants,dwellings_%-owners,dwellings_%-renters,"education_%-no-certificate,-diploma-or-degree",education_%-high-school-diploma,"education_%-postsecondary-certificate,-diploma-or-degree",education_%-apprenticeship-or-trades-certificate-or-diploma,education_%-college-certificate-or-diplome,education_%-bachelor-or-above,labour_force_Participation-rate,labour_force_Employment-rate,labour_force_Unemployment-rate
592,N2C,30 - 39,less than 1,1,0,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
593,N2C,30 - 39,less than 1,1,0,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
594,N0B,unknown,10 + years,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
595,N2K,unknown,1 - 3 years,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
596,N2J,20 - 29,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
597,N2P,under 20,less than 1,0,1,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
598,N2H,30 - 39,less than 1,1,0,Y,2011,5,$250 - $500,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
599,N2C,50 - 59,less than 1,1,0,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
600,N2C,70 + ,less than 1,0,1,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
601,N3C,40 - 49,less than 1,1,0,N,,,,26662,0.206,0.681,0.114,0.013,37.5,38.2,0.640613932,3.1,0.8588839,0.610903659,58880,67419,98888,0.056,0.967607501,0.16499337,0.849673203,0.15087146,0.165871122,0.310023866,0.524105012,0.061336516,0.252983294,0.192124105,0.752,0.71,0.056
602,N3A,unknown,10 + years,1,0,N,,,,16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
603,N1G,50 - 59,less than 1,1,0,N,,,,27330,0.149,0.67,0.18,0.033,40.7,39,0.556344086,2.9,0.853940217,0.521081941,59576,70465,83425,0.12,0.927408793,0.233302152,0.679639298,0.320360702,0.108460349,0.272144908,0.619394743,0.041749503,0.177380163,0.381488845,0.686,0.64,0.067
604,N2E,unknown,10 + years,0,1,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
605,N1R,20 - 29,less than 1,1,0,N,,,,42210,0.163,0.661,0.176,0.023,41.3,41.6,0.549249929,2.8,0.783415842,0.491311216,47293,53143,63306,0.158,0.947235273,0.227228916,0.597394908,0.402605092,0.274685557,0.328899812,0.396270059,0.071562816,0.203122741,0.109295938,0.64,0.594,0.071
606,N2J,unknown,10 + years,1,0,Y,1995,5,"$500 - $2,000",18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
607,N2L,unknown,10 + years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
608,N2V,50 - 59,5 - 10 years,0,1,Y,2012,15,"$2,000 + ",16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
609,N3H,40 - 49,less than 1,1,0,N,,,,21544,0.153,0.661,0.187,0.029,42.5,43.4,0.543960559,2.8,0.797041906,0.496907216,50308,58028,67367,0.126,0.968854816,0.153090561,0.639685216,0.35975267,0.224843661,0.341387152,0.434053439,0.082148948,0.225412166,0.112563957,0.662,0.621,0.063
610,N2N,50 - 59,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
611,N2L,unknown,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
612,N2R,40 - 49,less than 1,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
613,N3A,60 - 69,10 + years,1,0,N,,,,16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
614,N3A,unknown,10 + years,1,0,N,,,,16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
615,N2T,30 - 39,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
616,N2T,40 - 49,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
617,N2M,60 - 69,less than 1,1,0,Y,2016,2,$100 - $250,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
618,N2H,50 - 59,5 - 10 years,1,0,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
619,N2H,20 - 29,less than 1,0,1,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
620,N2G,60 - 69,less than 1,1,0,N,,,,13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
621,N2P,60 - 69,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
622,N2L,20 - 29,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
623,N2L,40 - 49,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
624,N2P,unknown,1 - 3 years,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
625,N2L,50 - 59,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
626,N2L,60 - 69,less than 1,1,0,Y,1991,18,"$2,000 + ",27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
627,N2V,30 - 39,less than 1,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
628,N2P,unknown,5 - 10 years,0,1,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
629,M6P,20 - 29,less than 1,1,0,N,,,,40035,0.134,0.739,0.127,0.018,39.7,37.8,0.515147144,2.7,0.834367542,0.473684211,62328,75301,68983,0.159,0.899723896,0.329819277,0.424290221,0.575709779,0.111159483,0.18429836,0.70439704,0.035988971,0.156581048,0.488463213,0.729,0.681,0.065
630,N2P,40 - 49,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
631,N2M,30 - 39,less than 1,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
632,N2J,30 - 39,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
633,N2N,30 - 39,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
634,N2G,30 - 39,1 - 3 years,1,0,Y,2007,1,$100 - $250,13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
635,N2K,50 - 59,less than 1,0,1,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
636,N2L,unknown,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
637,N2J,40 - 49,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
638,N3A,50 - 59,less than 1,1,0,N,,,,16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
639,N2K,unknown,5 - 10 years,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
640,N3A,50 - 59,less than 1,1,0,N,,,,16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
641,N2H,30 - 39,less than 1,0,1,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
642,N2R,40 - 49,less than 1,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
643,N2T,60 - 69,10 + years,0,1,Y,2005,9,$100 - $250,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
644,N2E,20 - 29,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
645,N3B,unknown,1 - 3 years,1,0,Y,2012,6,$100 - $250,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
646,N0B,unknown,10 + years,1,0,Y,1998,26,"$2,000 + ",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
647,N3B,unknown,1 - 3 years,1,0,Y,2012,6,$100 - $250,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
648,N0B,under 20,less than 1,1,0,Y,2016,2,$100 - $250,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
649,N0B,under 20,less than 1,1,0,Y,2016,2,$100 - $250,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
650,N3B,40 - 49,5 - 10 years,0,1,Y,2010,7,"$500 - $2,000",12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
651,N0B,unknown,10 + years,1,0,Y,2010,10,"$500 - $2,000",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
652,N2T,unknown,5 - 10 years,1,0,Y,2004,12,"$500 - $2,000",20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
653,N2P,under 20,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
654,N2P,20 - 29,1 - 3 years,0,1,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
655,N2J,unknown,1 - 3 years,1,0,Y,2009,1,under $50,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
656,N2J,unknown,10 + years,1,0,Y,2016,1,under $50,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
657,N2L,60 - 69,5 - 10 years,0,1,Y,1997,32,"$2,000 + ",27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
658,N2M,unknown,1 - 3 years,1,0,Y,2007,2,under $50,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
659,N2L,60 - 69,less than 1,1,0,Y,1997,32,"$2,000 + ",27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
660,N0B,40 - 49,1 - 3 years,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
661,N3A,50 - 59,less than 1,1,0,N,,,,16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
662,N2J,30 - 39,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
663,N2N,60 - 69,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
664,N2N,60 - 69,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
665,N2T,70 + ,5 - 10 years,0,1,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
666,N2K,40 - 49,less than 1,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
667,N2N,20 - 29,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
668,N2V,60 - 69,5 - 10 years,0,1,Y,2017,2,$250 - $500,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
669,N2V,60 - 69,10 + years,0,1,Y,2017,2,$250 - $500,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
670,N2J,30 - 39,5 - 10 years,0,1,Y,2010,1,under $50,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
671,N2J,unknown,10 + years,1,0,Y,2005,1,$50 - $100,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
672,N2E,20 - 29,5 - 10 years,0,1,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
673,N2R,40 - 49,less than 1,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
